Run number,Start time,Duration,Configuration,Digitizer,Notes,Tracking,ConversionKeySightScope,TimingDAQVME,TimingDAQKeySightScope,EntriesWithTrackScope,EntriesWithHitScope,EntriesWithTrackAndHitScope,EntriesWithTrackWithoutNplanesScope,TimingDAQDT5742,TimingDAQNoTracksVME,TimingDAQNoTracksDT5742,TimingDAQNoTracksKeySightScope,ConversionSampic,ConversionTekScope,TimingDAQSampic,TimingDAQTekScope,TimingDAQNoTracksTekScope,TimingDAQNoTracksSampic,LabviewRecoVME,LabviewRecoDT5742,LabviewRecoKeySightScope,LabviewRecoSampic,LabviewRecoTekScope,Version,Sensor,Sensor copy,Temp13ETL,Temp14ETL,Temp15ETL,Temp16ETL,Temp17ETL,Temp18ETL,Temp19ETL,Temp20ETL,LowVoltage1ETL,LowVoltage2ETL,LowVoltage3ETL,Current1ETL,Current2ETL,Current3ETL,BoxTempOlmo,BoxVoltageOlmo,BoxHumOlmo,BoxCurrentOlmo,BarCurrentOlmo,BarVoltageOlmo,z_rotationOlmo,x_stageOlmo,y_stageOlmo,DQM,HV 1,Time Resolution 1
6208,2019-04-13 05:32:41.065231,103,3,DT5742,"Nice
",Complete,N/A,N/A,N/A,,,,,Complete,N/A,Complete,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6209,2019-04-13 05:34:41.031359,103,3,DT5742,,Complete,N/A,N/A,N/A,,,,,Complete,N/A,Complete,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210,2019-04-13 05:36:41.100458,102,3,DT5742,,Complete,N/A,N/A,N/A,,,,,Complete,N/A,Complete,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6211,2019-04-13 05:38:41.035316,103,3,DT5742,,Complete,N/A,N/A,N/A,,,,,Complete,N/A,Complete,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6212,2019-04-13 05:40:41.018484,103,3,DT5742,,Complete,N/A,N/A,N/A,,,,,Complete,N/A,Complete,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6213,2019-04-15 22:02:45.100081,100,8,"DT5742,KeySightScope",,Failed,Complete,N/A,Not started,,,,,Not started,N/A,Not started,Complete,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,Not started,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6214,2019-04-15 22:04:45.095039,100,8,"DT5742,KeySightScope",,Failed,Complete,N/A,Not started,,,,,Not started,N/A,Not started,Complete,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,Not started,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6216,2019-04-15 22:20:48.056076,100,8,"DT5742,KeySightScope",,Failed,Complete,N/A,Not started,,,,,Not started,N/A,Not started,Complete,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,Not started,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6217,2019-04-15 22:30:51.136892,161,8,"DT5742,KeySightScope",,Failed,Complete,N/A,Not started,,,,,Not started,N/A,Complete,Complete,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,Not started,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6218,2019-04-15 22:33:51.104181,100,8,DT5742,,Failed,Complete,N/A,Not started,,,,,Not started,N/A,Complete,Complete,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,Not started,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6219,2019-04-15 22:35:51.024882,100,8,DT5742,,Failed,Failed,N/A,Not started,,,,,Not started,N/A,Complete,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,Not started,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6221,2019-04-15 22:49:55.012905,100,8,DT5742,,Failed,Failed,N/A,Not started,,,,,Not started,N/A,Complete,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,Not started,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6222,2019-04-15 22:53:04.012313,340,8,"DT5742,KeySightScope",,Failed,Complete,N/A,Not started,,,,,Not started,N/A,Complete,Complete,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,Not started,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6223,2019-04-15 23:01:58.052413,100,8,"DT5742,KeySightScope",,Failed,Complete,N/A,Not started,,,,,Not started,N/A,Complete,Complete,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,Not started,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6224,2019-04-15 23:03:58.013442,160,8,"DT5742,KeySightScope",,Failed,Complete,N/A,Not started,,,,,Not started,N/A,Complete,Complete,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,Not started,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6225,2019-04-15 23:06:58.011693,820,8,"DT5742,KeySightScope",,Failed,Failed,N/A,Not started,,,,,Not started,N/A,Complete,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,Not started,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6226,2019-04-15 23:25:02.076349,160,8,"DT5742,KeySightScope",,Failed,Complete,N/A,Not started,,,,,Not started,N/A,Complete,Complete,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,Not started,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6238,2019-04-16 20:47:46.082704,100,9,"VME,DT5742,KeySightScope",,Failed,Failed,Not started,Not started,,,,,Not started,Not started,Not started,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,Not started,Not started,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6239,2019-04-16 20:50:47.053469,100,9,"VME,DT5742,KeySightScope",,Failed,Failed,Not started,Not started,,,,,Not started,Not started,Not started,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,Not started,Not started,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6241,2019-04-16 21:12:15.081138,160,9,"VME,DT5742,KeySightScope",,Failed,Failed,Not started,Not started,,,,,Not started,Not started,Not started,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,Not started,Not started,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6242,2019-04-16 21:15:15.078861,100,9,"VME,DT5742",,Failed,Failed,Not started,Not started,,,,,Not started,Not started,Not started,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,Not started,Not started,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6243,2019-04-16 21:17:15.054227,160,9,"VME,DT5742",,Failed,Failed,Not started,Not started,,,,,Not started,Not started,Not started,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,Not started,Not started,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6244,2019-04-16 21:20:15.003264,100,9,"VME,DT5742",,Failed,Failed,Not started,Not started,,,,,Not started,Not started,Not started,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,Not started,Not started,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6245,2019-04-16 21:22:15.099486,100,9,"VME,DT5742",,Failed,Failed,Not started,Not started,,,,,Not started,Not started,Not started,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,Not started,Not started,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6246,2019-04-16 21:35:43.038989,100,9,"VME,DT5742,KeySightScope",,Complete,Failed,Not started,Not started,,,,,Complete,Not started,Not started,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,Not started,Not started,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6247,2019-04-16 21:37:43.085533,100,9,"VME,DT5742,KeySightScope",,Complete,Failed,Not started,Not started,,,,,Complete,Not started,Not started,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,Not started,Not started,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6248,2019-04-16 21:39:43.086988,100,9,"VME,DT5742,KeySightScope",,Complete,Failed,Not started,Not started,,,,,Complete,Not started,Not started,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,Not started,Not started,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6249,2019-04-16 21:41:43.027306,100,9,"VME,DT5742,KeySightScope",,Complete,Failed,Not started,Not started,,,,,Complete,Not started,Not started,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,Not started,Not started,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6250,2019-04-16 21:43:43.087124,100,9,"VME,DT5742,KeySightScope",,Complete,Failed,Not started,Not started,,,,,Complete,Not started,Not started,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,Not started,Not started,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6251,2019-04-16 21:45:43.056408,100,9,"VME,DT5742,KeySightScope",,Complete,Failed,Not started,Not started,,,,,Complete,Not started,Not started,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,Not started,Not started,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6252,2019-04-16 21:47:43.084747,100,9,"VME,DT5742,KeySightScope",,Complete,Failed,Not started,Not started,,,,,Complete,Not started,Not started,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,Not started,Not started,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6253,2019-04-16 21:49:43.081034,100,9,"VME,DT5742,KeySightScope",,Complete,Complete,Not started,Complete,,,,,Complete,Not started,Not started,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,Not started,Not started,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6254,2019-04-16 21:51:43.017697,101,9,"VME,DT5742,KeySightScope",,Complete,Complete,Not started,Complete,,,,,Complete,Not started,Not started,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,Not started,Not started,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6255,2019-04-16 21:53:43.016895,101,9,"VME,DT5742,KeySightScope",,Complete,Failed,Not started,Not started,,,,,Complete,Not started,Not started,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,Not started,Not started,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6256,2019-04-16 21:59:42.030885,100,9,"VME,DT5742,KeySightScope",,Complete,Complete,Not started,Complete,,,,,Complete,Not started,Not started,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,Not started,Not started,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6257,2019-04-16 22:01:42.037345,100,9,"VME,DT5742,KeySightScope",,Complete,Complete,Not started,Complete,,,,,Complete,Not started,Not started,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,Not started,Not started,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6258,2019-04-16 22:03:42.035605,100,9,"VME,DT5742,KeySightScope",,Complete,Complete,Not started,Complete,,,,,Complete,Not started,Not started,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,Not started,Not started,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6259,2019-04-16 22:05:42.035410,100,9,"VME,DT5742,KeySightScope",,Complete,Complete,Not started,Complete,,,,,Complete,Not started,Not started,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,Not started,Not started,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6260,2019-04-16 22:08:42.065910,100,9,"VME,DT5742,KeySightScope",,Complete,Complete,Not started,Complete,,,,,Complete,Not started,Not started,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,Not started,Not started,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6261,2019-04-16 22:23:18.064191,100,9,"VME,DT5742,KeySightScope",,Complete,Complete,Not started,Complete,,,,,Complete,Not started,Not started,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,Not started,Not started,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6262,2019-04-16 22:25:18.005133,100,9,"VME,DT5742,KeySightScope",,Complete,Complete,Not started,Complete,,,,,Complete,Not started,Not started,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,Not started,Not started,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6263,2019-04-16 22:27:18.078196,100,9,"VME,DT5742,KeySightScope",,Complete,Complete,Not started,Complete,,,,,Complete,Not started,Not started,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,Not started,Not started,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6264,2019-04-16 22:29:18.004204,100,9,"VME,DT5742,KeySightScope",https://airtable.com/shrd63mpyLEbjGVdr,Complete,Failed,Not started,Not started,,,,,Complete,Not started,Not started,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,Not started,Not started,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6268,2019-04-16 23:45:28.096381,100,9,"VME,DT5742",,Failed,Failed,Not started,Not started,,,,,Not started,Not started,Not started,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,Not started,Not started,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6269,2019-04-16 23:47:28.014043,100,9,"VME,DT5742",,Failed,Failed,Not started,Not started,,,,,Not started,Not started,Not started,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,Not started,Not started,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6270,2019-04-16 23:49:28.057832,100,9,"VME,DT5742,KeySightScope",,Failed,Complete,Not started,Not started,,,,,Not started,Not started,Not started,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,Not started,Not started,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6271,2019-04-16 23:51:28.008610,100,9,"VME,DT5742,KeySightScope",,Failed,Complete,Not started,Not started,,,,,Not started,Not started,Not started,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,Not started,Not started,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6272,2019-04-16 23:53:28.100367,100,9,"VME,DT5742,KeySightScope",,Failed,Complete,Not started,Not started,,,,,Not started,Not started,Not started,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,Not started,Not started,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6273,2019-04-16 23:56:29.082652,100,9,"VME,DT5742,KeySightScope",,Complete,Complete,Failed,Complete,,,,,Complete,Not started,Not started,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,Not started,Not started,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6274,2019-04-16 23:58:29.054654,100,9,"VME,DT5742,KeySightScope",,Complete,Complete,Failed,Complete,,,,,Complete,Not started,Not started,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,Not started,Not started,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6275,2019-04-17 00:00:29.079995,100,9,"VME,DT5742,KeySightScope",,Complete,Complete,Processing,Complete,,,,,Complete,Not started,Not started,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,Not started,Not started,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6276,2019-04-17 00:02:29.100183,340,9,"VME,DT5742,KeySightScope",,Complete,Failed,Failed,Failed,,,,,Complete,Not started,Not started,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,Not started,Not started,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6277,2019-04-17 00:09:29.014492,100,9,"VME,DT5742,KeySightScope",,Complete,Complete,Failed,Complete,,,,,Complete,Not started,Not started,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,Not started,Not started,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6278,2019-04-17 00:11:29.027865,2080,9,"VME,DT5742,KeySightScope",,Failed,Failed,Not started,Failed,,,,,Not started,Not started,Not started,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,Not started,Not started,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6279,2019-04-17 01:04:33.060426,100,9,"VME,DT5742,KeySightScope",,Failed,Complete,Not started,Complete,,,,,Not started,Not started,Not started,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,Not started,Not started,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6280,2019-04-17 01:06:33.095276,100,9,"VME,DT5742,KeySightScope",,Failed,Complete,Not started,Complete,,,,,Not started,Not started,Not started,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,Not started,Not started,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6281,2019-04-17 01:08:33.012372,100,9,"VME,DT5742,KeySightScope",,Failed,Complete,Not started,Complete,,,,,Not started,Not started,Not started,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,Not started,Not started,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6282,2019-04-17 01:10:33.100370,100,9,"VME,DT5742,KeySightScope",,Failed,Complete,Not started,Complete,,,,,Not started,Not started,Not started,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,Not started,Not started,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6283,2019-04-17 01:13:34.088070,100,9,"VME,DT5742,KeySightScope",,Complete,Complete,Not started,Complete,,,,,Complete,Not started,Not started,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,Not started,Not started,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6284,2019-04-17 01:15:34.029987,100,9,"VME,DT5742,KeySightScope",,Complete,Complete,Not started,Complete,,,,,Complete,Not started,Not started,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,Not started,Not started,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6285,2019-04-17 01:17:34.018316,100,9,"VME,DT5742,KeySightScope",,Complete,Complete,Not started,Complete,,,,,Complete,Not started,Not started,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,Not started,Not started,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6286,2019-04-17 01:19:34.071706,100,9,"VME,DT5742,KeySightScope",,Complete,Complete,Not started,Complete,,,,,Complete,Not started,Not started,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,Not started,Not started,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6287,2019-04-17 01:21:34.109509,100,9,"VME,DT5742,KeySightScope",,Complete,Complete,Not started,Complete,,,,,Complete,Not started,Not started,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,Not started,Not started,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6288,2019-04-17 01:23:34.083904,100,9,"VME,DT5742,KeySightScope",,Complete,Complete,Not started,Complete,,,,,Complete,Not started,Not started,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,Not started,Not started,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6289,2019-04-17 01:25:34.014474,100,9,"VME,DT5742,KeySightScope",,Complete,Failed,Not started,Not started,,,,,Complete,Not started,Not started,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,Not started,Not started,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6290,2019-04-17 01:27:34.105926,100,9,"VME,DT5742,KeySightScope",,Complete,Complete,Not started,Complete,,,,,Complete,Not started,Not started,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,Not started,Not started,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6291,2019-04-17 01:29:34.012081,100,9,"VME,DT5742,KeySightScope",,Complete,Complete,Not started,Complete,,,,,Complete,Not started,Not started,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,Not started,Not started,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6292,2019-04-17 01:31:34.098847,100,9,"VME,DT5742,KeySightScope",,Complete,Complete,Not started,Complete,,,,,Complete,Not started,Not started,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,Not started,Not started,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6293,2019-04-17 01:37:35.037798,100,9,"VME,DT5742,KeySightScope",,Complete,Complete,Complete,Complete,,,,,Complete,Not started,Not started,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,Not started,Not started,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6294,2019-04-17 01:39:35.104203,100,9,"VME,DT5742,KeySightScope",,Complete,Complete,Complete,Complete,,,,,Complete,Not started,Not started,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,Not started,Not started,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6295,2019-04-17 01:41:35.038637,100,9,"VME,DT5742,KeySightScope",,Failed,Complete,Not started,Not started,,,,,Not started,Not started,Not started,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,Not started,Not started,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6296,2019-04-17 01:43:35.030519,100,9,"VME,DT5742,KeySightScope",,Failed,Complete,Not started,Not started,,,,,Not started,Not started,Not started,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,Not started,Not started,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6297,2019-04-17 01:45:35.080854,100,9,"VME,DT5742,KeySightScope",,Failed,Complete,Not started,Not started,,,,,Not started,Not started,Not started,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,Not started,Not started,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6298,2019-04-17 01:47:35.087472,100,9,"VME,DT5742,KeySightScope",,Failed,Complete,Not started,Not started,,,,,Not started,Not started,Not started,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,Not started,Not started,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6299,2019-04-17 01:58:37.049857,100,9,"VME,DT5742,KeySightScope",,Failed,Complete,Not started,Not started,,,,,Not started,Not started,Not started,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,Not started,Not started,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6300,2019-04-17 02:00:37.029041,100,9,"VME,DT5742,KeySightScope",,Failed,Complete,Not started,Not started,,,,,Not started,Not started,Not started,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,Not started,Not started,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6301,2019-04-17 02:24:37.058972,100,9,"VME,DT5742,KeySightScope",,Complete,Complete,Complete,Complete,,,,,Complete,Not started,Not started,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,Not started,Not started,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6302,2019-04-17 02:26:37.050592,100,9,"VME,DT5742,KeySightScope",,Complete,Complete,Complete,Complete,,,,,Complete,Not started,Not started,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,Not started,Not started,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6304,2019-04-17 19:16:55.036498,520,9,"VME,DT5742,KeySightScope",,Complete,Failed,Not started,Not started,,,,,Not started,Not started,Not started,Not started,N/A,N/A,N/A,N/A,N/A,N/A,Not started,Not started,Not started,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6305,2019-04-17 19:28:56.088947,100,10,"VME,DT5742",,Complete,N/A,Complete,N/A,,,,,Complete,Not started,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,Not started,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6306,2019-04-17 19:30:56.099182,100,10,"VME,DT5742",,Complete,N/A,Complete,N/A,,,,,Complete,Not started,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,Not started,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6307,2019-04-17 19:32:56.079222,100,10,"VME,DT5742",,Complete,N/A,Complete,N/A,,,,,Complete,Not started,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,Not started,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6308,2019-04-17 19:34:56.052360,100,10,"VME,DT5742",,Complete,N/A,Complete,N/A,,,,,Complete,Not started,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,Not started,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6309,2019-04-17 19:36:56.076764,100,10,"VME,DT5742",,Complete,N/A,Complete,N/A,,,,,Complete,Not started,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,Not started,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6310,2019-04-17 19:38:56.025073,100,10,"VME,DT5742",,Complete,N/A,Complete,N/A,,,,,Complete,Not started,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,Not started,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6311,2019-04-17 19:40:56.078635,100,10,"VME,DT5742",,Complete,N/A,Complete,N/A,,,,,Complete,Not started,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,Not started,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6312,2019-04-17 19:42:56.021242,100,10,"VME,DT5742",,Complete,N/A,Complete,N/A,,,,,Complete,Not started,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,Not started,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6315,2019-04-17 20:32:00.027234,100,10,"VME,DT5742",,Complete,N/A,Complete,N/A,,,,,Complete,Not started,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,Not started,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6316,2019-04-17 20:34:00.085865,100,10,"VME,DT5742",,Complete,N/A,Complete,N/A,,,,,Complete,Not started,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,Not started,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6317,2019-04-17 20:36:59.101401,100,10,"VME,DT5742",,Complete,N/A,Complete,N/A,,,,,Complete,Not started,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,Not started,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6318,2019-04-17 20:38:59.027816,100,10,"VME,DT5742",,Complete,N/A,Complete,N/A,,,,,Complete,Not started,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,Not started,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6319,2019-04-17 20:40:59.018226,100,10,"VME,DT5742",,Complete,N/A,Complete,N/A,,,,,Complete,Not started,Not started,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not started,Not started,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
